Date,Adj Close
03-04-2014,71.787064
04-04-2014,70.858406
07-04-2014,69.745888
08-04-2014,69.741867
09-04-2014,70.658554
10-04-2014,69.747208
11-04-2014,69.231575
14-04-2014,69.50737
15-04-2014,69.011726
16-04-2014,69.151627
17-04-2014,69.941727
21-04-2014,70.771805
22-04-2014,70.842415
23-04-2014,69.916405
24-04-2014,75.648293
25-04-2014,76.203888
28-04-2014,79.155083
29-04-2014,78.920586
30-04-2014,78.622139
01-05-2014,78.807358
02-05-2014,78.953911
05-05-2014,80.07045
06-05-2014,79.197746
07-05-2014,78.920586
08-05-2014,78.779922
09-05-2014,78.451675
12-05-2014,79.428383
13-05-2014,79.552994
14-05-2014,79.567726
15-05-2014,78.891113
16-05-2014,80.055435
19-05-2014,81.004021
20-05-2014,81.020103
21-05-2014,81.234459
22-05-2014,81.363091
23-05-2014,82.282211
27-05-2014,83.82299
28-05-2014,83.605942
29-05-2014,85.129318
30-05-2014,84.810448
02-06-2014,84.227615
03-06-2014,85.418724
04-06-2014,86.394096
05-06-2014,86.733063
06-06-2014,86.494591
09-06-2014,87.878624
10-06-2014,88.394432
11-06-2014,88.028679
12-06-2014,86.556221
13-06-2014,85.608955
16-06-2014,86.471817
17-06-2014,86.359276
18-06-2014,86.453049
19-06-2014,86.152931
20-06-2014,85.261963
23-06-2014,85.186913
24-06-2014,84.671097
25-06-2014,84.746132
26-06-2014,85.252579
27-06-2014,86.265488
30-06-2014,87.156464
01-07-2014,87.709793
02-07-2014,87.672295
03-07-2014,88.188118
07-07-2014,90.007599
08-07-2014,89.426109
09-07-2014,89.463623
10-07-2014,89.135361
11-07-2014,89.304184
14-07-2014,90.457764
15-07-2014,89.39798
16-07-2014,88.891518
17-07-2014,87.306511
18-07-2014,88.563271
21-07-2014,88.103722
22-07-2014,88.835258
23-07-2014,91.151794
24-07-2014,91.001747
25-07-2014,91.601959
28-07-2014,92.868095
29-07-2014,92.267853
30-07-2014,92.052155
31-07-2014,89.660568
01-08-2014,90.157654
04-08-2014,89.651199
05-08-2014,89.210396
06-08-2014,89.060326
07-08-2014,89.050911
08-08-2014,89.295982
11-08-2014,90.474129
12-08-2014,90.455307
13-08-2014,91.652313
14-08-2014,91.897377
15-08-2014,92.349785
18-08-2014,93.461998
19-08-2014,94.753258
20-08-2014,94.79097
21-08-2014,94.800385
22-08-2014,95.497864
25-08-2014,95.705238
26-08-2014,95.092583
27-08-2014,96.26133
28-08-2014,96.37442
29-08-2014,96.610054
02-09-2014,97.364105
03-09-2014,93.254631
04-09-2014,92.481743
05-09-2014,93.282898
08-09-2014,92.707954
09-09-2014,92.359222
10-09-2014,95.196259
11-09-2014,95.601555
12-09-2014,95.818336
15-09-2014,95.790039
16-09-2014,95.064293
17-09-2014,95.74292
18-09-2014,95.940865
19-09-2014,95.158546
22-09-2014,95.252808
23-09-2014,96.741997
24-09-2014,95.90316
25-09-2014,92.246124
26-09-2014,94.960625
29-09-2014,94.357391
30-09-2014,94.960625
01-10-2014,93.480827
02-10-2014,94.159462
03-10-2014,93.895561
06-10-2014,93.895561
07-10-2014,93.075546
08-10-2014,95.007736
09-10-2014,95.215088
10-10-2014,94.941765
13-10-2014,94.074638
14-10-2014,93.075546
15-10-2014,91.935074
16-10-2014,90.728638
17-10-2014,92.057602
20-10-2014,94.027512
21-10-2014,96.581772
22-10-2014,97.071907
23-10-2014,98.806183
24-10-2014,99.173744
27-10-2014,99.070076
28-10-2014,100.606407
29-10-2014,101.171928
30-10-2014,100.832634
31-10-2014,101.794014
03-11-2014,103.113564
04-11-2014,102.359535
05-11-2014,102.604599
06-11-2014,102.898048
07-11-2014,103.191498
10-11-2014,103.021111
11-11-2014,103.844666
12-11-2014,105.311935
13-11-2014,106.798149
14-11-2014,108.085564
17-11-2014,107.905685
18-11-2014,109.306686
19-11-2014,108.549408
20-11-2014,110.10186
21-11-2014,110.253319
24-11-2014,112.298027
25-11-2014,111.322998
26-11-2014,112.648285
28-11-2014,112.582008
01-12-2014,108.928024
02-12-2014,108.511536
03-12-2014,109.742149
04-12-2014,109.32563
05-12-2014,108.861786
08-12-2014,106.400558
09-12-2014,108.028755
10-12-2014,105.974571
11-12-2014,105.662201
12-12-2014,103.873077
15-12-2014,102.45314
16-12-2014,101.052124
17-12-2014,103.570152
18-12-2014,106.637215
19-12-2014,105.813644
22-12-2014,106.911728
23-12-2014,106.533096
24-12-2014,106.03138
26-12-2014,107.905685
29-12-2014,107.829964
30-12-2014,106.514137
31-12-2014,104.488365
02-01-2015,103.494423
05-01-2015,100.578819
06-01-2015,100.588287
07-01-2015,101.998764
08-01-2015,105.91777
09-01-2015,106.03138
12-01-2015,103.418694
13-01-2015,104.336922
14-01-2015,103.939339
15-01-2015,101.118393
16-01-2015,100.332695
20-01-2015,102.916985
21-01-2015,103.70269
22-01-2015,106.400558
23-01-2015,106.949615
26-01-2015,107.063194
27-01-2015,103.31456
28-01-2015,109.155235
29-01-2015,112.553627
30-01-2015,110.906487
02-02-2015,112.298027
03-02-2015,112.316956
04-02-2015,113.178398
05-02-2015,113.986198
06-02-2015,113.026321
09-02-2015,113.777115
10-02-2015,115.962944
11-02-2015,118.680969
12-02-2015,120.182549
13-02-2015,120.771774
17-02-2015,121.484528
18-02-2015,122.330368
19-02-2015,122.073753
20-02-2015,123.071655
23-02-2015,126.397896
24-02-2015,125.609108
25-02-2015,122.396896
26-02-2015,123.945969
27-02-2015,122.083282
02-03-2015,122.681992
03-03-2015,122.938591
04-03-2015,122.159286
05-03-2015,120.13504
06-03-2015,120.31559
09-03-2015,120.828789
10-03-2015,118.329346
11-03-2015,116.172012
12-03-2015,118.272308
13-03-2015,117.455009
16-03-2015,118.747498
17-03-2015,120.733749
18-03-2015,122.092766
19-03-2015,121.170929
20-03-2015,119.650352
23-03-2015,120.895317
24-03-2015,120.401131
25-03-2015,117.255447
26-03-2015,118.072762
27-03-2015,117.131897
30-03-2015,120.097023
31-03-2015,118.253304
01-04-2015,118.082253
02-04-2015,119.099136
06-04-2015,121.028358
07-04-2015,119.754898
08-04-2015,119.365242
09-04-2015,120.27758
10-04-2015,120.790779
13-04-2015,120.553192
14-04-2015,120.030495
15-04-2015,120.486656
16-04-2015,119.906937
17-04-2015,118.557426
20-04-2015,121.265953
21-04-2015,120.610222
22-04-2015,122.235329
23-04-2015,123.2332
24-04-2015,123.812904
27-04-2015,126.065269
28-04-2015,124.079025
29-04-2015,122.254333
30-04-2015,118.937569
01-05-2015,122.548935
04-05-2015,122.311356
05-05-2015,119.555305
06-05-2015,118.80452
07-05-2015,119.53936
08-05-2015,121.791595
11-05-2015,120.550941
12-05-2015,120.121506
13-05-2015,120.255112
14-05-2015,123.060837
15-05-2015,122.889061
18-05-2015,124.244225
19-05-2015,124.129684
20-05-2015,124.12014
21-05-2015,125.389404
22-05-2015,126.48687
26-05-2015,123.700233
27-05-2015,126.00972
28-05-2015,125.761581
29-05-2015,124.330093
01-06-2015,124.578217
02-06-2015,124.024727
03-06-2015,124.177399
04-06-2015,123.452118
05-06-2015,122.774544
08-06-2015,121.963356
09-06-2015,121.600708
10-06-2015,122.994041
11-06-2015,122.717262
12-06-2015,121.362137
15-06-2015,121.12355
16-06-2015,121.772491
17-06-2015,121.486191
18-06-2015,122.039688
19-06-2015,120.818161
22-06-2015,121.782036
23-06-2015,121.228523
24-06-2015,122.259201
25-06-2015,121.677055
26-06-2015,120.961311
29-06-2015,118.84269
30-06-2015,119.701591
01-07-2015,120.818161
02-07-2015,120.665459
06-07-2015,120.245567
07-07-2015,119.949722
08-07-2015,116.972214
09-07-2015,114.586388
10-07-2015,117.649788
13-07-2015,119.921097
14-07-2015,119.873367
15-07-2015,121.028114
16-07-2015,122.640938
17-07-2015,123.700233
20-07-2015,126.038368
21-07-2015,124.778625
22-07-2015,119.501183
23-07-2015,119.443916
24-07-2015,118.814072
27-07-2015,117.163071
28-07-2015,117.745224
29-07-2015,117.373024
30-07-2015,116.781349
31-07-2015,115.760208
03-08-2015,113.030823
04-08-2015,109.404373
05-08-2015,110.129669
06-08-2015,110.369324
07-08-2015,110.74321
10-08-2015,114.769531
11-08-2015,108.797134
12-08-2015,110.474777
13-08-2015,110.388504
14-08-2015,111.165001
17-08-2015,112.315399
18-08-2015,111.682663
19-08-2015,110.254295
20-08-2015,107.991882
21-08-2015,101.386787
24-08-2015,98.855957
25-08-2015,99.450302
26-08-2015,105.154282
27-08-2015,108.250717
28-08-2015,108.605408
31-08-2015,108.097336
01-09-2015,103.265732
02-09-2015,107.694687
03-09-2015,105.806152
04-09-2015,104.75164
08-09-2015,107.665932
09-09-2015,105.595253
10-09-2015,107.915176
11-09-2015,109.487366
14-09-2015,110.541878
15-09-2015,111.471771
16-09-2015,111.596405
17-09-2015,109.209358
18-09-2015,108.758797
21-09-2015,110.446014
22-09-2015,108.710861
23-09-2015,109.592827
24-09-2015,110.244705
25-09-2015,109.966698
28-09-2015,107.790565
29-09-2015,104.550331
30-09-2015,105.739059
01-10-2015,105.04882
02-10-2015,105.815742
05-10-2015,106.199203
06-10-2015,106.707283
07-10-2015,106.199203
08-10-2015,104.97213
09-10-2015,107.483788
12-10-2015,106.985291
13-10-2015,107.167442
14-10-2015,105.652771
15-10-2015,107.23455
16-10-2015,106.448448
19-10-2015,107.109909
20-10-2015,109.065559
21-10-2015,109.055977
22-10-2015,110.724037
23-10-2015,114.155998
26-10-2015,110.513138
27-10-2015,109.813309
28-10-2015,114.338127
29-10-2015,115.546036
30-10-2015,114.558632
02-11-2015,116.169159
03-11-2015,117.501694
04-11-2015,116.955254
05-11-2015,116.4161
06-11-2015,116.550888
09-11-2015,116.07914
10-11-2015,112.420677
11-11-2015,111.785263
12-11-2015,111.40979
13-11-2015,108.15567
16-11-2015,109.927155
17-11-2015,109.455406
18-11-2015,112.92131
19-11-2015,114.35582
20-11-2015,114.856453
23-11-2015,113.364174
24-11-2015,114.452087
25-11-2015,113.633751
27-11-2015,113.421944
30-11-2015,113.893692
01-12-2015,112.969444
02-12-2015,111.948929
03-12-2015,110.909157
04-12-2015,114.596504
07-12-2015,113.874435
08-12-2015,113.826294
09-12-2015,111.313515
10-12-2015,111.843025
11-12-2015,108.964409
14-12-2015,108.290482
15-12-2015,106.374588
16-12-2015,107.192924
17-12-2015,104.920845
18-12-2015,102.080704
21-12-2015,103.332298
22-12-2015,103.236031
23-12-2015,104.564606
24-12-2015,104.006226
28-12-2015,102.841293
29-12-2015,104.689766
30-12-2015,103.322678
31-12-2015,101.339394
04-01-2016,101.426033
05-01-2016,98.884369
06-01-2016,96.949242
07-01-2016,92.857529
08-01-2016,93.348541
11-01-2016,94.860062
12-01-2016,96.236794
13-01-2016,93.762527
14-01-2016,95.813171
15-01-2016,93.512207
19-01-2016,93.059715
20-01-2016,93.184875
21-01-2016,92.713127
22-01-2016,97.64241
25-01-2016,95.73616
26-01-2016,96.265678
27-01-2016,89.940399
28-01-2016,90.585442
29-01-2016,93.714378
01-02-2016,92.838287
02-02-2016,90.960915
03-02-2016,92.761269
04-02-2016,93.506599
05-02-2016,91.009224
08-02-2016,91.967522
09-02-2016,91.948151
10-02-2016,91.251221
11-02-2016,90.699478
12-02-2016,90.980186
16-02-2016,93.545326
17-02-2016,94.977928
18-02-2016,93.177498
19-02-2016,92.964539
22-02-2016,93.777634
23-02-2016,91.657768
24-02-2016,93.022614
25-02-2016,93.661484
26-02-2016,93.806679
29-02-2016,93.593727
01-03-2016,97.310738
02-03-2016,97.523712
03-03-2016,98.249687
04-03-2016,99.711334
07-03-2016,98.607834
08-03-2016,97.794731
09-03-2016,97.881859
10-03-2016,97.930244
11-03-2016,98.985344
14-03-2016,99.23703
15-03-2016,101.231064
16-03-2016,102.576553
17-03-2016,102.411987
18-03-2016,102.528152
21-03-2016,102.518471
22-03-2016,103.302521
23-03-2016,102.731422
24-03-2016,102.286148
28-03-2016,101.821526
29-03-2016,104.231789
30-03-2016,106.05159
31-03-2016,105.49984
01-04-2016,106.467812
04-04-2016,107.56163
05-04-2016,106.293571
06-04-2016,107.406754
07-04-2016,105.064262
08-04-2016,105.180405
11-04-2016,105.52887
12-04-2016,106.903404
13-04-2016,108.452171
14-04-2016,108.510239
15-04-2016,106.332298
18-04-2016,104.038185
19-04-2016,103.48645
20-04-2016,103.699394
21-04-2016,102.576553
22-04-2016,102.29583
25-04-2016,101.71505
26-04-2016,101.008415
27-04-2016,94.687538
28-04-2016,91.793282
29-04-2016,90.738197
02-05-2016,90.641396
03-05-2016,92.132072
04-05-2016,91.173782
05-05-2016,90.803703
06-05-2016,90.297287
09-05-2016,90.365463
10-05-2016,90.978996
11-05-2016,90.092781
12-05-2016,87.979477
13-05-2016,88.154778
16-05-2016,91.426987
17-05-2016,91.047173
18-05-2016,92.089218
19-05-2016,91.738617
20-05-2016,92.731979
23-05-2016,93.910347
24-05-2016,95.341949
25-05-2016,97.016998
26-05-2016,97.786369
27-05-2016,97.727921
31-05-2016,97.250732
01-06-2016,95.887321
02-06-2016,95.166649
03-06-2016,95.361412
06-06-2016,96.052864
07-06-2016,96.442413
08-06-2016,96.354774
09-06-2016,97.046211
10-06-2016,96.247635
13-06-2016,94.79657
14-06-2016,94.913445
15-06-2016,94.601807
16-06-2016,95.001099
17-06-2016,92.839088
20-06-2016,92.615105
21-06-2016,93.403946
22-06-2016,93.053352
23-06-2016,93.588974
24-06-2016,90.959526
27-06-2016,89.635063
28-06-2016,91.144562
29-06-2016,91.933395
30-06-2016,93.102036
01-07-2016,93.38446
05-07-2016,92.507965
06-07-2016,93.033875
07-07-2016,93.433159
08-07-2016,94.153824
11-07-2016,94.445976
12-07-2016,94.874481
13-07-2016,94.338867
14-07-2016,96.208702
15-07-2016,96.198952
18-07-2016,97.221512
19-07-2016,97.260468
20-07-2016,97.348122
21-07-2016,96.83197
22-07-2016,96.082085
25-07-2016,94.79657
26-07-2016,94.144081
27-07-2016,100.259995
28-07-2016,101.613663
29-07-2016,101.487068
01-08-2016,103.278984
02-08-2016,101.750015
03-08-2016,103.025787
04-08-2016,103.662239
05-08-2016,105.238647
08-08-2016,106.110092
09-08-2016,106.540916
10-08-2016,105.74781
11-08-2016,105.679268
12-08-2016,105.924057
15-08-2016,107.196945
16-08-2016,107.099022
17-08-2016,106.942375
18-08-2016,106.805298
19-08-2016,107.079445
22-08-2016,106.247177
23-08-2016,106.580078
24-08-2016,105.777184
25-08-2016,105.326775
26-08-2016,104.709915
29-08-2016,104.592415
30-08-2016,103.789513
31-08-2016,103.887428
01-09-2016,104.504303
02-09-2016,105.483444
06-09-2016,105.454056
07-09-2016,106.100304
08-09-2016,103.319534
09-09-2016,100.979362
12-09-2016,103.241196
13-09-2016,105.698853
14-09-2016,109.439186
15-09-2016,113.159943
16-09-2016,112.523499
19-09-2016,111.211449
20-09-2016,111.201653
21-09-2016,111.182068
22-09-2016,112.229767
23-09-2016,110.359589
26-09-2016,110.526031
27-09-2016,110.731659
28-09-2016,111.57373
29-09-2016,109.840637
30-09-2016,110.692505
03-10-2016,110.173546
04-10-2016,110.643539
05-10-2016,110.692505
06-10-2016,111.514984
07-10-2016,111.681435
10-10-2016,113.629944
11-10-2016,113.874725
12-10-2016,114.893036
13-10-2016,114.540543
14-10-2016,115.176987
17-10-2016,115.098663
18-10-2016,115.020332
19-10-2016,114.67762
20-10-2016,114.618874
21-10-2016,114.168457
24-10-2016,115.196564
25-10-2016,115.784065
26-10-2016,113.179527
27-10-2016,112.092682
28-10-2016,111.348534
31-10-2016,111.172279
01-11-2016,109.165031
02-11-2016,109.262947
03-11-2016,108.091774
04-11-2016,107.117447
07-11-2016,108.662613
08-11-2016,109.302307
09-11-2016,109.125168
10-11-2016,106.084061
11-11-2016,106.713936
14-11-2016,104.03698
15-11-2016,105.414825
16-11-2016,108.249237
17-11-2016,108.209877
18-11-2016,108.318138
21-11-2016,109.961708
22-11-2016,110.030602
23-11-2016,109.469627
25-11-2016,110.020767
28-11-2016,109.804245
29-11-2016,109.695992
30-11-2016,108.770859
01-12-2016,107.757156
02-12-2016,108.160675
05-12-2016,107.383171
06-12-2016,108.209877
07-12-2016,109.272781
08-12-2016,110.345543
09-12-2016,112.146576
12-12-2016,111.506866
13-12-2016,113.366951
14-12-2016,113.366951
15-12-2016,113.986984
16-12-2016,114.134605
19-12-2016,114.793999
20-12-2016,115.099098
21-12-2016,115.207359
22-12-2016,114.449547
23-12-2016,114.675896
27-12-2016,115.40419
28-12-2016,114.912109
29-12-2016,114.882584
30-12-2016,113.986984
03-01-2017,114.31176
04-01-2017,114.183815
05-01-2017,114.764473
06-01-2017,116.043915
09-01-2017,117.106812
10-01-2017,117.224907
11-01-2017,117.854782
12-01-2017,117.362694
13-01-2017,117.156021
17-01-2017,118.100822
18-01-2017,118.090981
19-01-2017,117.8843
20-01-2017,118.100822
23-01-2017,118.179558
24-01-2017,118.071304
25-01-2017,119.951073
26-01-2017,120.010132
27-01-2017,120.019958
30-01-2017,119.705017
31-01-2017,119.429459
01-02-2017,126.712341
02-02-2017,126.495819
03-02-2017,127.037125
06-02-2017,128.227966
07-02-2017,129.448349
08-02-2017,129.950287
09-02-2017,130.889282
10-02-2017,130.592758
13-02-2017,131.749222
14-02-2017,133.459244
15-02-2017,133.943573
16-02-2017,133.785416
17-02-2017,134.151154
21-02-2017,135.119827
22-02-2017,135.52507
23-02-2017,134.951782
24-02-2017,135.080292
27-02-2017,135.347153
28-02-2017,135.406479
01-03-2017,138.174088
02-03-2017,137.353699
03-03-2017,138.1642
06-03-2017,137.729309
07-03-2017,137.907227
08-03-2017,137.393234
09-03-2017,137.07692
10-03-2017,137.531601
13-03-2017,137.590912
14-03-2017,137.383347
15-03-2017,138.836365
16-03-2017,139.06369
17-03-2017,138.37178
20-03-2017,139.824799
21-03-2017,138.223511
22-03-2017,139.785248
23-03-2017,139.291031
24-03-2017,139.014267
27-03-2017,139.251511
28-03-2017,142.137741
29-03-2017,142.454041
30-03-2017,142.266235
31-03-2017,141.999374
03-04-2017,142.03891
04-04-2017,143.096542
05-04-2017,142.355209
06-04-2017,141.999374
07-04-2017,141.68306
10-04-2017,141.51503
11-04-2017,139.992844
12-04-2017,140.160873
13-04-2017,139.41954
17-04-2017,140.190521
18-04-2017,139.567795
19-04-2017,139.053818
20-04-2017,140.793457
21-04-2017,140.625443
24-04-2017,141.979584
25-04-2017,142.859299
26-04-2017,142.019119
27-04-2017,142.127869
28-04-2017,141.989456
01-05-2017,144.885605
02-05-2017,145.804855
03-05-2017,145.360062
04-05-2017,144.836182
05-05-2017,147.238113
08-05-2017,151.241272
09-05-2017,152.209961
10-05-2017,151.488388
11-05-2017,152.798523
12-05-2017,154.932449
15-05-2017,154.535416
16-05-2017,154.307144
17-05-2017,149.12619
18-05-2017,151.399048
19-05-2017,151.915176
22-05-2017,152.838211
23-05-2017,152.649643
24-05-2017,152.193069
25-05-2017,152.719101
26-05-2017,152.46106
30-05-2017,152.520599
31-05-2017,151.617416
01-06-2017,152.034271
02-06-2017,154.287292
05-06-2017,152.778656
06-06-2017,153.294785
07-06-2017,154.207901
08-06-2017,153.830734
09-06-2017,147.865692
12-06-2017,144.332306
13-06-2017,145.493561
14-06-2017,144.074265
15-06-2017,143.210754
16-06-2017,141.205887
19-06-2017,145.245438
20-06-2017,143.925369
21-06-2017,144.778946
22-06-2017,144.540756
23-06-2017,145.185883
26-06-2017,144.72934
27-06-2017,142.654953
28-06-2017,144.739243
29-06-2017,142.605316
30-06-2017,142.942795
03-07-2017,142.426682
05-07-2017,143.012253
06-07-2017,141.66243
07-07-2017,143.101578
10-07-2017,143.975006
11-07-2017,144.441483
12-07-2017,144.649918
13-07-2017,146.664749
14-07-2017,147.925232
17-07-2017,148.441345
18-07-2017,148.957474
19-07-2017,149.890442
20-07-2017,149.215515
21-07-2017,149.146042
24-07-2017,150.952423
25-07-2017,151.59758
26-07-2017,152.31218
27-07-2017,149.433868
28-07-2017,148.38179
31-07-2017,147.617554
01-08-2017,148.927689
02-08-2017,155.964661
03-08-2017,154.406403
04-08-2017,155.220261
07-08-2017,157.622162
08-08-2017,158.88266
09-08-2017,159.855331
10-08-2017,154.763657
11-08-2017,156.915909
14-08-2017,159.27742
15-08-2017,161.021149
16-08-2017,160.373474
17-08-2017,157.29454
18-08-2017,156.935837
21-08-2017,156.646881
22-08-2017,159.207672
23-08-2017,159.406952
24-08-2017,158.699493
25-08-2017,159.287384
28-08-2017,160.891617
29-08-2017,162.326462
30-08-2017,162.764893
31-08-2017,163.412552
01-09-2017,163.462372
05-09-2017,161.499435
06-09-2017,161.330048
07-09-2017,160.682358
08-09-2017,158.061798
11-09-2017,160.921509
12-09-2017,160.283798
13-09-2017,159.078125
14-09-2017,157.713043
15-09-2017,159.307312
18-09-2017,158.101639
